classe,volume,quantidadeCobre,quantidadeFerro,quantidadeFAD,quantidadeNAD,quantidadeFolhas,quantidadeOutrasEstruturas,quantidadeHelices,areaSuperficieAcessivelTotal,'\% area residuo G','\% area residuo R',areaSuperficieDimensaoFractalTotal,'\% D','\% G','\% K','\% L','\% M','\% P','\% S','\% W','Desc. Local. \% H->N','Desc. Local. \% P->N','Desc. Local. \% N->P','Desc. Local. \% Neutro','Desc. Local. \% Polar',100.0_HIDROFOBICO,100.0_NEUTRO,25.0_HIDROFOBICO,25.0_NEUTRO,50.0_HIDROFOBICO,50.0_NEUTRO,50.0_POLAR,75.0_HIDROFOBICO,75.0_POLAR,Emboss1,Emboss3,Emboss4,Emboss10,Emboss19,Emboss25,Emboss31,Active_site_IPR008266,Domain_IPR011009,Domain_IPR014721,Domain_IPR014727,Domain_IPR014748,Domain_IPR014882,Domain_IPR029064
HIDROLASES,20259.8,0,0,0,0,0.217687,0.537415,0.244898,7243.188108,0.020095,0.080746,2813.599168,0.054422,0.047619,0.054422,0.081633,0.020408,0.061224,0.054422,0.006803,0.136986,0.116438,0.10274,0.360544,0.319728,0.194444,0.333333,0.444444,0.333333,0.361111,0.277778,0.361111,0.277778,0.222222,16858.18,0.791,0.235,0.302,0.781,27.891,13.605,0,0,0,0,0,0,0
HIDROLASES,13695.5,0,0,0,0,0.216495,0.391753,0.391753,6496.161807,0.002739,0.022289,2451.537627,0.041237,0.061856,0.134021,0.061856,0.010309,0.010309,0.072165,0.020619,0.083333,0.104167,0.072917,0.278351,0.412371,0.291667,0.25,0.291667,0.333333,0.25,0.291667,0.458333,0.416667,0.375,11358.96,0.48,0.711,2.291,0.338,23.711,13.402,0,0,0,0,0,0,0
HIDROLASES,13695.5,0,0,0,0,0.216495,0.381443,0.402062,6520.243828,0.00454,0.036116,2472.306043,0.041237,0.061856,0.134021,0.061856,0.010309,0.010309,0.072165,0.020619,0.083333,0.104167,0.072917,0.278351,0.412371,0.291667,0.25,0.291667,0.333333,0.25,0.291667,0.458333,0.416667,0.375,11358.96,0.48,0.711,2.291,0.338,23.711,13.402,0,0,0,0,0,0,0
HIDROLASES,7987.8,0,0,0,0,0.215385,0.784615,0,6098.332766,0.053491,0,2298.958765,0.061538,0.138462,0.046154,0.061538,0,0.046154,0.061538,0,0.09375,0.140625,0.21875,0.353846,0.384615,0.1875,0.3125,0.4375,0.3125,0.3125,0.375,0.3125,0.125,0.4375,6969.53,0,3.183,0.684,1.009,15.385,18.462,0,0,0,0,0,0,0
HIDROLASES,29139.6,0,0,0,0,0.21327,0.308057,0.478673,9809.532356,0.022854,0.047995,3940.356214,0.061611,0.07109,0.156398,0.094787,0.014218,0.014218,0.023697,0,0.080952,0.104762,0.07619,0.241706,0.43128,0.365385,0.230769,0.307692,0.192308,0.326923,0.288462,0.384615,0.307692,0.442308,23593.6,0.937,0.327,2.317,0.622,35.071,18.957,0,0,0,0,0,0,0
HIDROLASES,29952.9,0,0,0,0,0.21267,0.343891,0.443439,13133.436651,0.019342,0.11142,5340.149635,0.054299,0.040724,0.049774,0.104072,0.031674,0.036199,0.058824,0,0.127273,0.113636,0.104545,0.371041,0.303167,0.254545,0.490909,0.327273,0.381818,0.363636,0.309091,0.327273,0.363636,0.327273,24699.43,0.947,0.312,1.609,1.484,33.484,11.312,0,0,0,0,0,0,0
HIDROLASES,17156.5,0,0,0,0,0.212435,0.336788,0.450777,6955.07021,0.0111,0.16478,2764.578611,0.033613,0.02521,0.159664,0.109244,0.016807,0.016807,0.084034,0,0.135417,0.083333,0.135417,0.393782,0.295337,0.333333,0.354167,0.291667,0.4375,0.375,0.354167,0.270833,0.25,0.3125,14121.47,0.586,0,1.12,0.551,26.05,10.924,0,0,0,0,0,0,0
HIDROLASES,47924.3,0,0,0,0,0.212291,0.393855,0.393855,14282.180115,0.03314,0.061882,5710.444701,0.039106,0.081006,0.058659,0.089385,0.01676,0.072626,0.050279,0.036313,0.131653,0.12605,0.109244,0.424581,0.284916,0.303371,0.438202,0.280899,0.438202,0.314607,0.438202,0.247191,0.258427,0.348315,39502.11,1.202,0,1.366,1.053,31.564,8.38,0,0,0,0,0,0,0
HIDROLASES,45666.2,0,0,0,0,0.212034,0.404011,0.383954,16252.016161,0.025754,0.105901,5852.291373,0.045845,0.077364,0.045845,0.091691,0.060172,0.060172,0.068768,0.002865,0.140805,0.097701,0.114943,0.404011,0.266476,0.344828,0.425287,0.425287,0.275862,0.275862,0.482759,0.241379,0.264368,0.298851,37551.84,1.333,0.198,1.528,0.705,35.53,10.029,0,0,0,0,0,0,0
HIDROLASES,39790.7,0,0,0,0,0.210884,0.431973,0.357143,14185.928163,0.038663,0.062515,5994.476749,0.071429,0.091837,0.054422,0.064626,0.017007,0.034014,0.054422,0.027211,0.105802,0.156997,0.136519,0.414966,0.319728,0.260274,0.479452,0.30137,0.328767,0.273973,0.410959,0.315068,0.232877,0.315068,33465.18,0.831,0,0.907,0.892,24.83,12.245,0,0,0,0,0,0,0
HIDROLASES,41536.4,0,0,0,0,0.208589,0.47546,0.315951,14034.195188,0.026578,0.029193,5574.03406,0.082822,0.08589,0.067485,0.070552,0.018405,0.039877,0.04908,0.003067,0.107692,0.135385,0.141538,0.420245,0.303681,0.246914,0.432099,0.308642,0.345679,0.333333,0.407407,0.259259,0.222222,0.283951,34577.94,1.141,0.212,0.886,1.71,31.902,10.123,0,0,0,0,0,0,0
HIDROLASES,29139.6,0,0,0,0,0.203791,0.322275,0.473934,9931.130652,0.016594,0.036437,4022.997228,0.061611,0.07109,0.156398,0.094787,0.014218,0.014218,0.023697,0,0.080952,0.104762,0.07619,0.241706,0.43128,0.365385,0.230769,0.307692,0.192308,0.326923,0.288462,0.384615,0.307692,0.442308,23593.6,0.937,0.327,2.317,0.622,35.071,18.957,0,0,0,0,0,0,0
HIDROLASES,35351,0,0,0,0,0.201521,0.39924,0.39924,11215.604554,0.047955,0.141842,4778.804605,0.030418,0.064639,0.007605,0.08365,0.015209,0.057034,0.064639,0.003802,0.137405,0.103053,0.118321,0.410646,0.288973,0.323077,0.4,0.338462,0.384615,0.261538,0.430769,0.307692,0.292308,0.307692,29430.39,1.061,0.262,1.859,1.06,31.939,8.745,0,0,0,0,0,0,0
HIDROLASES,36589,0,0,0,0,0.201493,0.537313,0.261194,12388.092704,0.034813,0.125235,5079.753411,0.037313,0.078358,0.059701,0.130597,0.011194,0.063433,0.05597,0.018657,0.134831,0.11236,0.131086,0.369403,0.30597,0.268657,0.38806,0.343284,0.343284,0.343284,0.38806,0.268657,0.343284,0.298507,30158.87,0.738,0.772,1.078,0.673,31.343,11.567,0,0,0,0,0,0,0
HIDROLASES,25759.4,0,0,0,0,0.201058,0.645503,0.153439,10307.590166,0.038634,0.055315,4344.005683,0.084656,0.095238,0.063492,0.05291,0.010582,0.026455,0.05291,0.047619,0.106383,0.132979,0.148936,0.42328,0.328042,0.255319,0.382979,0.276596,0.425532,0.170213,0.510638,0.319149,0.297872,0.319149,21777.98,0.861,0,0.941,0.954,22.751,13.757,0,0,0,0,0,0,0
HIDROLASES,44688.8,0,0,0,0,0.196262,0.454829,0.34891,13207.947003,0.020089,0.084519,5446.660741,0.056075,0.043614,0.071651,0.090343,0.034268,0.068536,0.074766,0.018692,0.09375,0.096875,0.096875,0.333333,0.358255,0.3125,0.35,0.2375,0.2875,0.3625,0.275,0.3625,0.325,0.25,37310.59,0.471,0.537,1.246,0.715,23.676,14.953,0,0,0,0,0,0,0
HIDROLASES,28967.7,0,0,0,0,0.195455,0.504545,0.3,12099.689023,0.023127,0.025992,4276.241825,0.045455,0.090909,0.063636,0.05,0.036364,0.054545,0.063636,0.022727,0.141553,0.109589,0.086758,0.409091,0.286364,0.363636,0.436364,0.309091,0.454545,0.236364,0.381818,0.381818,0.309091,0.327273,24306.56,1.004,1.254,1.01,0.671,25,9.545,0,0,0,0,0,0,0
HIDROLASES,17156.5,0,0,0,0,0.192308,0.504808,0.302885,6955.07021,0.0111,0.16478,2764.578611,0.033613,0.02521,0.159664,0.109244,0.016807,0.016807,0.084034,0,0.111111,0.091787,0.101449,0.442308,0.274038,0.346154,0.442308,0.25,0.480769,0.230769,0.519231,0.25,0.307692,0.365385,14121.47,0.586,0,1.12,0.551,26.05,10.924,0,0,0,0,0,0,0
HIDROLASES,33372.2,0,0,0,0,0.191406,0.527344,0.28125,12014.897007,0.020667,0.152528,4454.9783,0.074219,0.078125,0.023438,0.105469,0.011719,0.054688,0.09375,0.011719,0.133333,0.129412,0.117647,0.40625,0.304688,0.25,0.390625,0.296875,0.390625,0.359375,0.390625,0.25,0.25,0.296875,28081.56,0.999,0.673,0.26,0.704,30.469,12.891,0,0,0,0,0,0,0
HIDROLASES,27844,0,0,0,0,0.190698,0.534884,0.274419,9546.613009,0.036362,0.079403,3920.104292,0.04186,0.111628,0.088372,0.055814,0.018605,0.037209,0.074419,0.018605,0.130841,0.135514,0.121495,0.4,0.339535,0.320755,0.358491,0.264151,0.396226,0.207547,0.433962,0.358491,0.245283,0.339623,23495.47,0.973,1.283,0.827,0.381,24.651,8.837,0,0,0,0,0,0,0
HIDROLASES,28213.2,0,0,0,0,0.186047,0.506977,0.306977,10442.967924,0.067036,0.064224,3890.055777,0.037209,0.097674,0.055814,0.065116,0.013953,0.069767,0.046512,0.009302,0.126168,0.11215,0.088785,0.423256,0.283721,0.264151,0.509434,0.320755,0.415094,0.283019,0.301887,0.415094,0.301887,0.226415,23286.58,1.082,0.321,2.171,0.839,32.558,12.093,0,0,0,0,0,0,0
HIDROLASES,38080.1,0,0,0,0,0.185714,0.571429,0.242857,11988.623563,0.019409,0.058058,4660.928187,0.078571,0.057143,0.089286,0.071429,0.021429,0.042857,0.067857,0.007143,0.100358,0.121864,0.11828,0.335714,0.353571,0.342857,0.314286,0.271429,0.3,0.357143,0.328571,0.314286,0.271429,0.328571,31838.35,0.664,1.232,1.27,0.878,24.286,13.214,0,0,0,0,0,0,0
HIDROLASES,17156.5,0,0,0,0,0.182628,0.514477,0.302895,6955.07021,0.0111,0.16478,2764.578611,0.033613,0.02521,0.159664,0.109244,0.016807,0.016807,0.084034,0,0.107143,0.140625,0.145089,0.476615,0.298441,0.25,0.455357,0.196429,0.526786,0.205357,0.535714,0.258929,0.25,0.357143,14121.47,0.586,0,1.12,0.551,26.05,10.924,0,0,0,0,0,0,0
HIDROLASES,65881.5,0,0,0,0,0.179381,0.583505,0.237113,16729.356016,0.032111,0.052987,6712.608901,0.043299,0.072165,0.076289,0.101031,0.024742,0.070103,0.103093,0.030928,0.126033,0.105372,0.121901,0.443299,0.261856,0.322314,0.429752,0.289256,0.429752,0.305785,0.446281,0.247934,0.264463,0.272727,54655.31,0.695,0.213,0.962,0.71,25.155,9.072,0,0,0,0,0,0,0
HIDROLASES,65881.5,0,0,0,0,0.179381,0.581443,0.239175,17181.946536,0.036034,0.050238,6833.044698,0.043299,0.072165,0.076289,0.101031,0.024742,0.070103,0.103093,0.030928,0.126033,0.105372,0.121901,0.443299,0.261856,0.322314,0.429752,0.289256,0.429752,0.305785,0.446281,0.247934,0.264463,0.272727,54655.31,0.695,0.213,0.962,0.71,25.155,9.072,0,0,0,0,0,0,0
HIDROLASES,80418.9,0,0,0,0,0.177814,0.406199,0.415987,27655.703212,0.033125,0.072615,10581.160893,0.055465,0.066884,0.060359,0.091354,0.019576,0.045677,0.076672,0.008157,0.137255,0.102941,0.107843,0.409462,0.290375,0.326797,0.352941,0.326797,0.45098,0.24183,0.470588,0.287582,0.30719,0.333333,66578.15,1.328,0.506,1.088,0.749,34.258,10.44,0,0,0,0,0,0,0
HIDROLASES,17156.5,0,0,0,0,0.176471,0.420168,0.403361,6955.07021,0.0111,0.16478,2764.578611,0.033613,0.02521,0.159664,0.109244,0.016807,0.016807,0.084034,0,0.084746,0.09322,0.084746,0.268908,0.462185,0.172414,0.413793,0.241379,0.241379,0.344828,0.275862,0.37931,0.344828,0.551724,14121.47,0.586,0,1.12,0.551,26.05,10.924,0,0,1,0,0,0,0
HIDROLASES,33372.2,0,0,0,0,0.175781,0.515625,0.308594,12522.350421,0.017099,0.114926,4646.364654,0.074219,0.078125,0.023438,0.105469,0.011719,0.054688,0.09375,0.011719,0.133333,0.129412,0.117647,0.40625,0.304688,0.25,0.390625,0.296875,0.390625,0.359375,0.390625,0.25,0.25,0.296875,28081.56,0.999,0.673,0.26,0.704,30.469,12.891,0,0,0,0,0,0,0
HIDROLASES,37133.7,0,0,0,0,0.171821,0.43299,0.395189,13452.938579,0.01834,0.008536,4572.362905,0.061856,0.068729,0.030928,0.058419,0.024055,0.041237,0.109966,0.017182,0.141379,0.110345,0.137931,0.491409,0.264605,0.194444,0.569444,0.25,0.541667,0.263889,0.444444,0.291667,0.277778,0.333333,31406.52,1.279,0.237,1.069,1.521,27.148,10.653,0,0,0,0,0,0,0
HIDROLASES,102222.5,0,0,0,0,0.170895,0.519359,0.309746,24716.794133,0.022598,0.064486,9787.271455,0.065421,0.049399,0.066756,0.085447,0.037383,0.061415,0.084112,0.009346,0.122995,0.112299,0.110963,0.348465,0.325768,0.315508,0.28877,0.342246,0.31016,0.363636,0.406417,0.229947,0.283422,0.331551,85210.9,0.543,0.414,1.038,0.875,24.566,14.419,0,0,0,0,0,0,0
HIDROLASES,32841.9,0,0,0,0,0.17029,0.539855,0.289855,10327.156986,0.046725,0.025176,4104.455286,0.032609,0.126812,0.032609,0.057971,0.018116,0.036232,0.115942,0.003623,0.109091,0.112727,0.090909,0.565217,0.192029,0.202899,0.623188,0.246377,0.507246,0.304348,0.550725,0.144928,0.217391,0.202899,27456.52,1.769,0,0.805,1.129,35.87,5.072,0,0,0,0,0,0,0
HIDROLASES,38093.4,0,0,0,0,0.166667,0.469388,0.363946,11555.183215,0.049019,0.064978,4937.687183,0.057823,0.068027,0.034014,0.132653,0.020408,0.054422,0.064626,0.010204,0.136519,0.112628,0.081911,0.455782,0.255102,0.30137,0.438356,0.315068,0.438356,0.30137,0.465753,0.232877,0.232877,0.287671,31539.87,1.859,0.586,0.983,0.781,36.395,10.204,0,0,0,0,0,0,0
HIDROLASES,102222.5,0,0,0,0,0.164219,0.519359,0.316422,25707.036306,0.017158,0.068201,10040.492946,0.065421,0.049399,0.066756,0.085447,0.037383,0.061415,0.084112,0.009346,0.122995,0.112299,0.110963,0.348465,0.325768,0.315508,0.28877,0.342246,0.31016,0.363636,0.406417,0.229947,0.283422,0.331551,85210.9,0.543,0.414,1.038,0.875,24.566,14.419,0,0,0,0,0,0,0
HIDROLASES,13543.9,0,0,0,0,0.16,0.28,0.56,6397.103208,0.022246,0.130513,2520.687353,0.04,0.06,0.05,0.12,0.05,0.06,0.05,0,0.131313,0.121212,0.131313,0.34,0.31,0.4,0.36,0.36,0.28,0.32,0.4,0.28,0.32,0.36,11086.94,1.047,0,1.333,0.82,36,15,0,0,0,0,0,0,0
HIDROLASES,22446.3,0,0,0,0,0.16,0.52,0.32,13086.277495,0.021521,0.035378,4846.76443,0.062857,0.114286,0.051429,0.051429,0.022857,0.045714,0.085714,0.011429,0.097701,0.155172,0.103448,0.422857,0.308571,0.348837,0.44186,0.255814,0.44186,0.27907,0.348837,0.372093,0.209302,0.348837,19080.08,0.797,1.182,0.635,0.656,22.286,14.857,0,0,0,0,0,0,0
HIDROLASES,27887.9,0,0,0,0,0.15566,0.59434,0.25,15489.103424,0.027624,0.060849,4875.305171,0.028302,0.132075,0.04717,0.051887,0,0.04717,0.061321,0.023585,0.104265,0.127962,0.080569,0.443396,0.287736,0.264151,0.528302,0.320755,0.358491,0.188679,0.490566,0.320755,0.301887,0.301887,23425.4,0.768,1.139,1.258,0.619,25.943,6.132,0,0,0,0,0,0,0
HIDROLASES,45187.6,0,0,0,0,0.153392,0.436578,0.410029,12548.226424,0.008638,0.051551,5019.270082,0.067847,0.061947,0.047198,0.085546,0.038348,0.053097,0.041298,0.020649,0.106509,0.097633,0.106509,0.348083,0.297935,0.333333,0.357143,0.369048,0.380952,0.345238,0.27381,0.380952,0.369048,0.25,37637.07,0.995,1.119,0.852,0.919,30.678,12.684,0,0,0,0,0,0,0
HIDROLASES,45187.6,0,0,0,0,0.153392,0.442478,0.40413,12206.354127,0.006026,0.049804,5032.510515,0.067847,0.061947,0.047198,0.085546,0.038348,0.053097,0.041298,0.020649,0.106509,0.097633,0.106509,0.348083,0.297935,0.333333,0.357143,0.369048,0.380952,0.345238,0.27381,0.380952,0.369048,0.25,37637.07,0.995,1.119,0.852,0.919,30.678,12.684,0,0,0,0,0,0,0
HIDROLASES,19487.9,0,0,0,0,0.150685,0.575342,0.273973,7698.056881,0.037647,0.094038,3126.069405,0.061644,0.089041,0.075342,0.068493,0.013699,0.027397,0.061644,0.027397,0.103448,0.124138,0.117241,0.376712,0.335616,0.277778,0.361111,0.222222,0.361111,0.25,0.444444,0.305556,0.416667,0.25,16317.45,1.035,0.709,0.913,0.674,28.082,12.329,0,0,0,0,0,0,0
HIDROLASES,21229,0,0,0,0,0.140127,0.43949,0.420382,8493.678083,0.015182,0.086937,3357.075763,0.070064,0.044586,0.063694,0.063694,0.019108,0.038217,0.070064,0.006369,0.076923,0.134615,0.134615,0.33121,0.369427,0.282051,0.307692,0.384615,0.282051,0.205128,0.512821,0.282051,0.333333,0.461538,17911.29,0.815,1.757,1.415,0.731,25.478,13.376,0,0,0,0,0,0,0
HIDROLASES,42418.7,0,0,0,0,0.136223,0.467492,0.396285,17340.295791,0.03487,0.063292,5919.390366,0.055728,0.102167,0.080495,0.086687,0.01548,0.074303,0.058824,0.006192,0.142857,0.127329,0.121118,0.414861,0.281734,0.2625,0.475,0.25,0.375,0.325,0.45,0.225,0.3875,0.2625,34950.12,0.612,0.32,1.376,1.218,29.102,11.765,0,0,0,0,0,0,0
HIDROLASES,26588.5,0,0,0,0,0.135514,0.443925,0.420561,9373.579308,0.020681,0.079893,3555.208389,0.056075,0.116822,0.03271,0.093458,0.004673,0.051402,0.065421,0.004673,0.098592,0.122066,0.131455,0.476636,0.271028,0.283019,0.471698,0.226415,0.471698,0.264151,0.471698,0.264151,0.245283,0.283019,22245.01,1.63,0.645,1.35,1.149,33.645,9.813,0,0,0,0,0,0,0
HIDROLASES,83667.1,0,0,0,0,0.133545,0.472178,0.394277,19876.675817,0.042267,0.027338,8024.090228,0.066773,0.08744,0.057234,0.046105,0.023847,0.050874,0.085851,0.041335,0.105096,0.154459,0.148089,0.464229,0.297297,0.267516,0.414013,0.22293,0.503185,0.22293,0.484076,0.292994,0.242038,0.299363,70804.23,1.035,0.11,0.777,1.121,21.304,10.811,0,0,0,0,0,0,0
HIDROLASES,17156.5,0,0,0,0,0.128788,0.462121,0.409091,6955.07021,0.0111,0.16478,2764.578611,0.033613,0.02521,0.159664,0.109244,0.016807,0.016807,0.084034,0,0.121673,0.129278,0.125475,0.412879,0.314394,0.287879,0.348485,0.257576,0.454545,0.242424,0.424242,0.333333,0.30303,0.272727,14121.47,0.586,0,1.12,0.551,26.05,10.924,0,0,0,0,0,0,0
HIDROLASES,34566.1,0,0,0,0,0.128788,0.484848,0.386364,13338.621321,0.030096,0.096505,5258.653753,0.07197,0.068182,0.026515,0.049242,0.011364,0.07197,0.045455,0.015152,0.121673,0.129278,0.125475,0.412879,0.314394,0.287879,0.348485,0.257576,0.454545,0.242424,0.424242,0.333333,0.30303,0.272727,29057.41,1.189,0.261,1.599,1.304,29.924,14.394,0,0,0,0,0,0,0
HIDROLASES,8372,0,0,0,0,0.123077,0.784615,0.092308,6338.341284,0.026372,0.022601,2185.348284,0.015385,0.092308,0.030769,0.046154,0,0.092308,0.092308,0.015385,0.15625,0.125,0.15625,0.446154,0.276923,0.125,0.5,0.3125,0.4375,0.25,0.375,0.375,0.4375,0.125,7252.07,0.179,3.183,0.684,0.757,15.385,9.231,0,0,0,0,0,0,0
HIDROLASES,17679.3,0,0,0,0,0.117647,0.463235,0.419118,9515.314836,0.022898,0.071234,3633.791491,0.044118,0.066176,0.044118,0.132353,0.014706,0,0.102941,0,0.111111,0.133333,0.148148,0.389706,0.338235,0.205882,0.470588,0.294118,0.323529,0.323529,0.411765,0.264706,0.264706,0.382353,14859.59,0.94,0.254,0.163,1.085,31.618,9.559,0,0,0,0,0,0,0
HIDROLASES,17156.5,0,0,0,0,0.115789,0.385965,0.498246,6955.07021,0.0111,0.16478,2764.578611,0.033613,0.02521,0.159664,0.109244,0.016807,0.016807,0.084034,0,0.119718,0.119718,0.105634,0.361404,0.294737,0.323944,0.450704,0.295775,0.380282,0.43662,0.28169,0.28169,0.323944,0.352113,14121.47,0.586,0,1.12,0.551,26.05,10.924,0,0,0,0,0,0,0
HIDROLASES,60115.3,0,0,0,0,0.11087,0.504348,0.384783,20216.632576,0.019418,0.015951,8037.031544,0.054348,0.078261,0.026087,0.078261,0.017391,0.056522,0.076087,0.013043,0.119826,0.111111,0.117647,0.456522,0.278261,0.278261,0.478261,0.208696,0.469565,0.234783,0.478261,0.286957,0.33913,0.26087,50848.3,1.011,0.75,0.87,1.14,25.652,10.87,0,0,0,0,0,0,0
HIDROLASES,60115.3,0,0,0,0,0.11087,0.493478,0.395652,19939.299024,0.015462,0.017363,7905.818707,0.054348,0.078261,0.026087,0.078261,0.017391,0.056522,0.076087,0.013043,0.119826,0.111111,0.117647,0.456522,0.278261,0.278261,0.478261,0.208696,0.469565,0.234783,0.478261,0.286957,0.33913,0.26087,50848.3,1.011,0.75,0.87,1.14,25.652,10.87,0,0,0,0,0,0,0
HIDROLASES,71499.6,0,0,0,0,0.10987,0.452514,0.437616,18947.634235,0.036897,0.096399,6956.57821,0.040968,0.083799,0.046555,0.147114,0.027933,0.068901,0.07635,0.013035,0.126866,0.110075,0.093284,0.387337,0.266294,0.38806,0.320896,0.298507,0.380597,0.343284,0.462687,0.19403,0.358209,0.261194,58886.3,0.801,0.899,0.621,0.855,30.726,9.125,0,0,0,0,0,0,0
HIDROLASES,17183.1,0,0,0,0,0.107692,0.507692,0.384615,9350.539666,0.029438,0.107943,3268.34651,0.061538,0.084615,0.038462,0.061538,0.015385,0.015385,0.046154,0.038462,0.085271,0.162791,0.116279,0.369231,0.353846,0.3125,0.1875,0.40625,0.28125,0.15625,0.46875,0.375,0.25,0.25,14608.49,1.521,1.592,0.855,0.631,29.231,8.462,0,0,0,0,0,0,0
HIDROLASES,78954.2,0,0,0,0,0.107438,0.51405,0.378512,20097.258052,0.040343,0.076704,8086.990587,0.064463,0.104132,0.054545,0.079339,0.029752,0.052893,0.049587,0.013223,0.137417,0.109272,0.110927,0.416529,0.27438,0.317881,0.456954,0.317881,0.403974,0.291391,0.397351,0.311258,0.311258,0.284768,65404.86,1.038,0.456,1.212,1.138,30.909,10.413,0,0,0,0,0,0,0
HIDROLASES,46412.2,0,0,0,0,0.107438,0.512397,0.380165,13968.453415,0.033577,0.026473,5538.616469,0.055096,0.082645,0.027548,0.085399,0.011019,0.063361,0.068871,0.027548,0.124309,0.135359,0.140884,0.473829,0.253444,0.266667,0.466667,0.266667,0.522222,0.311111,0.4,0.288889,0.233333,0.255556,38888.45,1.57,0.57,0.918,1.039,31.956,7.713,0,0,0,0,0,0,0
HIDROLASES,63685.4,0,0,0,0,0.106522,0.413043,0.480435,21744.945779,0.021639,0.085213,7392.829798,0.052174,0.076087,0.054348,0.123913,0.019565,0.052174,0.067391,0.021739,0.12854,0.108932,0.108932,0.378261,0.297826,0.313043,0.365217,0.373913,0.321739,0.286957,0.443478,0.269565,0.321739,0.295652,52712.09,0.556,0.15,0.773,0.927,26.739,12.391,0,0,0,0,0,0,0
HIDROLASES,35033.8,0,0,0,0,0.103175,0.293651,0.603175,13103.690018,0.024016,0.058211,5227.09001,0.043651,0.063492,0.107143,0.09127,0.02381,0.011905,0.043651,0,0.071713,0.119522,0.131474,0.297619,0.412698,0.222222,0.31746,0.222222,0.31746,0.380952,0.285714,0.333333,0.333333,0.396825,28985.01,0.969,0.274,1.235,0.455,28.968,19.048,0,0,0,0,0,0,0
HIDROLASES,31063.7,0,0,0,0,0.103004,0.502146,0.39485,10052.082701,0.024837,0.138263,3986.853826,0.055794,0.090129,0.025751,0.11588,0.017167,0.077253,0.055794,0.017167,0.103448,0.125,0.12931,0.390558,0.300429,0.275862,0.517241,0.327586,0.327586,0.327586,0.396552,0.275862,0.310345,0.37931,25948.42,0.649,0.296,0.763,0.493,29.614,11.159,0,0,0,0,0,0,0
HIDROLASES,15540.2,0,0,0,0,0.1,0.618182,0.281818,7843.172183,0.02714,0.050737,3211.062347,0.063636,0.027273,0.072727,0.072727,0.036364,0.027273,0.081818,0.018182,0.137615,0.073394,0.073394,0.418182,0.263636,0.333333,0.444444,0.259259,0.518519,0.296296,0.37037,0.333333,0.407407,0.296296,12960.73,0.951,0.94,1.01,0.745,24.545,11.818,0,0,0,0,0,0,0
HIDROLASES,16399,0,0,0,0,0.099174,0.603306,0.297521,7581.013234,0.03888,0.139687,3027.56279,0.066116,0.07438,0.024793,0.082645,0.016529,0.057851,0.066116,0.024793,0.116667,0.125,0.141667,0.413223,0.322314,0.333333,0.3,0.266667,0.433333,0.2,0.466667,0.333333,0.266667,0.266667,13973.57,0.865,0.855,0.735,0.677,22.314,12.397,0,0,0,0,0,0,0
HIDROLASES,16399,0,0,0,0,0.099174,0.603306,0.297521,6484.506351,0.051635,0.158939,2603.325329,0.066116,0.07438,0.024793,0.082645,0.016529,0.057851,0.066116,0.024793,0.116667,0.125,0.141667,0.413223,0.322314,0.333333,0.3,0.266667,0.433333,0.2,0.466667,0.333333,0.266667,0.266667,13973.57,0.865,0.855,0.735,0.677,22.314,12.397,0,0,0,0,0,0,0
HIDROLASES,35821,0,0,0,0,0.098113,0.528302,0.373585,12312.43221,0.022409,0.099196,4811.166376,0.075472,0.049057,0.060377,0.086792,0.018868,0.05283,0.098113,0.022642,0.102273,0.125,0.109848,0.369811,0.324528,0.272727,0.409091,0.318182,0.348485,0.318182,0.348485,0.333333,0.318182,0.318182,30132.14,0.834,1.301,1.09,0.557,25.66,13.208,0,0,0,0,0,0,0
HIDROLASES,35033.8,0,0,0,0,0.095238,0.293651,0.611111,13176.60767,0.025531,0.048331,5159.533558,0.043651,0.063492,0.107143,0.09127,0.02381,0.011905,0.043651,0,0.071713,0.119522,0.131474,0.297619,0.412698,0.222222,0.31746,0.222222,0.31746,0.380952,0.285714,0.333333,0.333333,0.396825,28985.01,0.969,0.274,1.235,0.455,28.968,19.048,0,0,0,0,0,0,0
HIDROLASES,21923.1,0,0,0,0,0.091463,0.615854,0.292683,13864.974673,0.018315,0.026513,5094.728224,0.036585,0.097561,0.036585,0.067073,0.030488,0.04878,0.079268,0.012195,0.141104,0.08589,0.07362,0.445122,0.243902,0.341463,0.414634,0.365854,0.414634,0.268293,0.463415,0.268293,0.268293,0.243902,18472.88,0.709,1.682,0.813,0.6,22.561,9.756,0,0,0,0,0,1,0
HIDROLASES,40240.9,0,0,0,0,0.085911,0.439863,0.474227,13625.0273,0.019021,0.102475,5008.307139,0.082474,0.061856,0.068729,0.09622,0.020619,0.020619,0.054983,0.010309,0.110345,0.113793,0.117241,0.323024,0.360825,0.402778,0.236111,0.263889,0.402778,0.291667,0.333333,0.375,0.319444,0.361111,33390.81,0.759,0.237,1.604,0.901,28.866,16.495,0,0,0,0,0,0,0
HIDROLASES,26017.8,0,0,0,0,0.079812,0.558685,0.361502,10319.953213,0.052417,0.043594,3907.224791,0.051643,0.14554,0.023474,0.051643,0.018779,0.037559,0.070423,0.018779,0.127358,0.108491,0.113208,0.521127,0.244131,0.207547,0.603774,0.226415,0.528302,0.226415,0.471698,0.301887,0.264151,0.245283,22162.51,1.638,0.971,0.73,1.001,27.23,7.042,0,0,0,0,0,0,0
