classe,volume,quantidadeCobre,quantidadeFerro,quantidadeFAD,quantidadeNAD,quantidadeFolhas,quantidadeOutrasEstruturas,quantidadeHelices,'\% G','\% K','\% L','\% P','\% T','Desc. Local. \% Hidrofobico','Desc. Local. \% Neutro',csm1,Emboss1,Emboss2,Emboss23,Emboss24,Emboss25,Emboss26,Emboss27,Emboss29,Emboss30,Emboss31,Domain_IPR003595,Domain_IPR011009
HIDROLASES,37499.3,0,0,0,0,0.094891,0.445255,0.459854,0.047445,0.065693,0.10219,0.032847,0.058394,0.310219,0.39781,21900,31083.46,8.551,31.022,48.54,30.292,16.058,54.745,24.453,14.599,9.854,0,0
HIDROLASES,11292.8,0,0,0,0,0,0.44186,0.55814,0.069767,0.069767,0.069767,0.034884,0.081395,0.255814,0.418605,3426,9538.52,4.3548,32.558,51.163,23.256,11.628,45.349,29.07,11.628,17.442,0,0
HIDROLASES,17822.3,0,0,0,0,0.104478,0.485075,0.410448,0.089552,0.149254,0.037313,0.074627,0.029851,0.201493,0.365672,7983,15087.95,10.2317,23.881,52.239,17.91,9.701,42.537,39.552,23.881,15.672,0,0
HIDROLASES,16196,0,0,0,0,0.371901,0.553719,0.07438,0.082645,0.049587,0.115702,0.057851,0.049587,0.322314,0.404959,5573,13408.38,5.1068,27.273,49.587,29.752,12.397,58.678,23.967,11.57,12.397,0,0
HIDROLASES,34665.3,0,0,0,0,0.169811,0.381132,0.449057,0.079245,0.026415,0.116981,0.041509,0.060377,0.301887,0.392453,27049,28783.93,7.5136,33.585,52.83,35.849,5.66,56.226,23.774,12.453,11.321,0,0
HIDROLASES,18854.1,0,0,0,0,0.100719,0.316547,0.582734,0.043165,0.043165,0.136691,0.05036,0.05036,0.345324,0.388489,8282,15304.72,6.5169,28.058,49.64,42.446,10.791,60.432,23.022,12.23,10.791,0,0
HIDROLASES,25505.4,0,0,0,0,0.242938,0.355932,0.40113,0.028249,0.079096,0.084746,0.022599,0.050847,0.293785,0.265537,9257,21408.99,5.7236,15.254,35.593,23.729,15.819,40.678,41.243,20.904,20.339,0,0
HIDROLASES,45193.6,0,0,0,0,0.460177,0.480826,0.058997,0.088496,0.056047,0.076696,0.047198,0.050147,0.283186,0.412979,36097,37798.24,5.1246,29.794,53.392,28.024,13.864,53.982,26.844,12.979,13.864,0,0
HIDROLASES,15796.5,0,0,0,0,0.04918,0.614754,0.336066,0.081967,0.04918,0.02459,0.016393,0.057377,0.311475,0.368852,6803,13621.18,4.3627,36.885,59.016,19.672,14.754,55.738,22.131,9.016,13.115,0,0
HIDROLASES,16478.4,0,0,0,0,0.081967,0.540984,0.377049,0.07377,0.07377,0.040984,0.02459,0.032787,0.336066,0.336066,6728,14024.99,6.8504,33.607,52.459,19.672,16.393,58.197,27.049,13.934,13.115,0,0
HIDROLASES,33573.9,0,0,0,0.004065,0.174797,0.422764,0.402439,0.069106,0.065041,0.109756,0.04878,0.036585,0.353659,0.329268,20652,27563.84,5.036,24.39,47.154,32.114,10.163,56.911,26.423,12.602,13.821,0,0
HIDROLASES,18922,0,0,0,0,0.365517,0.462069,0.172414,0.096552,0.062069,0.103448,0.02069,0.103448,0.310345,0.441379,6712,15635.96,7.8184,34.483,52.414,31.034,11.034,51.724,25.517,16.552,8.966,0,0
HIDROLASES,44305.6,0,0,0,0,0.18125,0.46875,0.35,0.0625,0.071875,0.059375,0.034375,0.065625,0.28125,0.371875,30928,37053.01,9.2601,24.062,45,24.375,15.312,47.5,29.062,18.438,10.625,0,0
HIDROLASES,23501.5,0,0,0,0,0.525253,0.40404,0.070707,0.161616,0.010101,0.050505,0.020202,0.090909,0.267677,0.520202,25425,19860.19,9.7393,50.505,69.697,30.808,6.566,59.091,10.606,7.576,3.03,0,0
HIDROLASES,18275.9,0,0,0,0,0,0.476563,0.523438,0.015625,0.117188,0.101563,0.046875,0.023438,0.296875,0.289063,618085,15159.4,9.3533,15.625,37.5,25,12.5,41.406,37.5,22.656,14.844,0,0
HIDROLASES,43472,0,0,0,0,0.502941,0.397059,0.1,0.085294,0.041176,0.076471,0.026471,0.082353,0.273529,0.426471,36618,36523.12,3.9908,35.294,60.588,28.529,10,50.294,16.471,5.588,10.882,0,0
HIDROLASES,16023.4,0,0,0,0,0.386555,0.554622,0.058824,0.07563,0.02521,0.10084,0.05042,0.109244,0.336134,0.462185,5888,13248.17,7.5684,33.613,53.782,29.412,15.126,57.983,16.807,10.084,6.723,0,0
HIDROLASES,28899.6,0,0,0,0,0.195455,0.518182,0.286364,0.104545,0.077273,0.059091,0.036364,0.036364,0.272727,0.418182,20824,24362.4,7.9142,33.182,55.455,24.091,14.091,55.909,23.636,13.182,10.455,0,0
HIDROLASES,16503.6,0,0,0,0,0.308333,0.4,0.291667,0.058333,0.05,0.075,0.05,0.058333,0.291667,0.341667,6376,13844.92,10.1979,23.333,49.167,28.333,10,52.5,29.167,18.333,10.833,0,0
HIDROLASES,34871.1,0,0,0,0,0.23221,0.430712,0.337079,0.082397,0.048689,0.11985,0.052434,0.059925,0.363296,0.367041,23910,28450.79,4.4256,29.588,56.929,38.202,7.116,59.925,22.097,9.363,12.734,0,0
HIDROLASES,16167,0,0,0,0,0,0.473214,0.526786,0.026786,0.0625,0.133929,0.017857,0,0.214286,0.285714,931,13622.28,9.2649,13.393,16.071,23.214,14.286,31.25,41.071,27.679,13.393,0,0
HIDROLASES,71787.1,0,0,0,0,0.169429,0.456722,0.373849,0.093923,0.014733,0.106814,0.082873,0.049724,0.316759,0.429098,75030,59693.87,5.8368,30.387,55.064,30.939,12.707,62.063,20.074,10.129,9.945,0,0
HIDROLASES,41478.1,0,0,0,0,0.203883,0.391586,0.404531,0.042071,0.084142,0.106796,0.022654,0.05178,0.323625,0.304207,34651,33988.83,4.4275,25.566,49.515,38.188,6.149,52.104,28.803,11.974,16.828,0,0
HIDROLASES,57458.8,0,0,0,0,0.087805,0.502439,0.409756,0.02439,0.060976,0.119512,0.065854,0.046341,0.304878,0.346341,39729,47613.25,5.9605,20.244,44.146,30,12.195,50.244,29.756,15.122,14.634,0,0
HIDROLASES,23732.1,0,0,0,0,0.174157,0.55618,0.269663,0.05618,0.078652,0.078652,0.050562,0.061798,0.320225,0.353933,9697,19758.7,6.9103,29.775,50.562,26.966,7.865,50,26.404,14.045,12.36,0,0
HIDROLASES,12144.6,0,0,0,0,0.136364,0.590909,0.272727,0.045455,0.045455,0.034091,0.056818,0.068182,0.340909,0.375,3219,10185.7,7.9743,29.545,46.591,22.727,17.045,53.409,28.409,17.045,11.364,0,0
HIDROLASES,40274.1,0,0,0,0,0.19244,0.460481,0.347079,0.061856,0.04811,0.085911,0.041237,0.04811,0.316151,0.33677,38357,33732.31,7.805,23.024,47.079,26.46,13.746,50.859,28.522,16.495,12.027,0,0
HIDROLASES,63782,0,0,0,0,0.215886,0.419552,0.364562,0.09776,0.06721,0.09776,0.044807,0.071283,0.317719,0.417515,70026,52415.23,6.6321,33.198,55.601,33.401,9.165,57.637,23.218,12.424,10.794,0,0
HIDROLASES,47956.6,0,0,0,0,0.223464,0.393855,0.382682,0.081006,0.058659,0.086592,0.072626,0.064246,0.287709,0.427374,44177,39551.14,9.2027,29.888,51.676,31.285,11.732,58.659,18.436,10.335,8.101,0,0
HIDROLASES,17196.2,0,0,0,0,0.076923,0.538462,0.384615,0.084615,0.038462,0.061538,0.015385,0.038462,0.292308,0.353846,7794,14658.59,9.1424,34.615,56.923,27.692,10.769,55.385,23.846,15.385,8.462,0,0
HIDROLASES,17196.2,0,0,0,0,0.076923,0.530769,0.392308,0.084615,0.038462,0.061538,0.015385,0.038462,0.292308,0.353846,7780,14658.59,9.1424,34.615,56.923,27.692,10.769,55.385,23.846,15.385,8.462,0,0
HIDROLASES,17196.2,0,0,0,0,0.076923,0.538462,0.384615,0.084615,0.038462,0.061538,0.015385,0.038462,0.292308,0.353846,7800,14658.59,9.1424,34.615,56.923,27.692,10.769,55.385,23.846,15.385,8.462,0,0
HIDROLASES,17196.2,0,0,0,0,0.076923,0.538462,0.384615,0.084615,0.038462,0.061538,0.015385,0.038462,0.292308,0.353846,7801,14658.59,9.1424,34.615,56.923,27.692,10.769,55.385,23.846,15.385,8.462,0,0
HIDROLASES,17167.7,0,0,0,0,0.076923,0.538462,0.384615,0.092308,0.038462,0.061538,0.015385,0.038462,0.292308,0.353846,7787,14644.56,9.1424,34.615,56.923,26.923,10.769,55.385,23.846,15.385,8.462,0,0
HIDROLASES,17196.2,0,0,0,0,0.076923,0.538462,0.384615,0.084615,0.038462,0.061538,0.015385,0.038462,0.292308,0.353846,7799,14658.59,9.1424,34.615,56.923,27.692,10.769,55.385,23.846,15.385,8.462,0,0
HIDROLASES,27107.8,0,0,0,0,0.246154,0.476923,0.276923,0.041026,0.041026,0.107692,0.066667,0.030769,0.369231,0.338462,12981,22394.62,5.7129,20,47.692,31.282,15.897,55.385,30.256,15.385,14.872,0,0
HIDROLASES,47144.4,0,0,0,0,0,0,0,0.086592,0.027933,0.097765,0.064246,0.061453,0.287709,0.446927,33941,39260.53,6.464,29.33,51.397,30.168,12.291,56.145,22.626,12.57,10.056,0,0
HIDROLASES,48933.2,0,0,0,0,0.186441,0.502825,0.310734,0.050847,0.087571,0.101695,0.059322,0.045198,0.344633,0.336158,31825,40314.77,8.8166,23.446,47.458,28.249,12.994,53.955,26.271,16.102,10.169,0,0
HIDROLASES,37911.8,0,0,0,0,0.127586,0.403448,0.468966,0.075862,0.037931,0.075862,0.037931,0.041379,0.3,0.410345,26698,31178.76,6.3772,33.103,52.759,40.345,7.931,60.345,24.828,12.759,12.069,0,0
HIDROLASES,22402.7,0,0,0,0,0.196319,0.411043,0.392638,0.067485,0.06135,0.07362,0.018405,0.055215,0.319018,0.300613,11328,18651.17,4.8179,23.926,44.172,29.448,11.043,50.92,33.129,15.337,17.791,0,0
HIDROLASES,17461.2,0,0,0,0,0.317829,0.457364,0.224806,0.031008,0.139535,0.054264,0.077519,0.054264,0.271318,0.372093,1719382,14685.1,10.3961,27.907,50.388,17.829,11.628,44.961,27.132,22.481,4.651,0,0
HIDROLASES,30220.9,0,0,0,0,0.343478,0.530435,0.126087,0.095652,0.030435,0.065217,0.043478,0.056522,0.334783,0.391304,22592,25230.31,4.2754,30.87,56.957,29.13,12.174,56.957,18.696,7.391,11.304,0,0
HIDROLASES,12697.3,0,0,0,0,0.269231,0.567308,0.163462,0.115385,0.019231,0.028846,0.038462,0.057692,0.211538,0.548077,5319,11045.73,4.0377,43.269,68.269,20.192,16.346,52.885,17.308,5.769,11.538,0,0
HIDROLASES,34496.7,0,0,0,0,0.112033,0.381743,0.506224,0.049793,0.095436,0.107884,0.045643,0.024896,0.327801,0.311203,18284,28258.64,8.5903,17.842,39.004,30.705,14.938,53.942,34.025,18.672,15.353,0,0
HIDROLASES,33359.4,0,0,0,0,0.185484,0.423387,0.391129,0.080645,0.084677,0.072581,0.032258,0.044355,0.318548,0.350806,23279,27552.43,7.4105,29.435,48.79,29.032,10.484,52.823,24.194,12.5,11.694,0,0
HIDROLASES,33387.9,0,0,0,0,0.225806,0.387097,0.387097,0.076613,0.084677,0.072581,0.032258,0.044355,0.318548,0.350806,23271,27566.46,7.4105,29.435,48.79,29.435,10.484,52.823,24.194,12.5,11.694,0,0
HIDROLASES,58479.2,0,0,0,0,0.150115,0.598152,0.251732,0.073903,0.062356,0.103926,0.039261,0.053118,0.307159,0.34873,31594,48423.51,7.0965,25.866,45.958,30.716,9.007,51.27,30.023,16.397,13.626,0,0
HIDROLASES,51016.3,0,0,0,0,0.44359,0.528205,0.028205,0.105128,0.04359,0.035897,0.046154,0.071795,0.315385,0.4,51033,43112.6,6.733,34.872,57.692,22.308,11.795,54.103,22.051,11.538,10.513,0,0
HIDROLASES,75891.9,0,0,0,0,0,0,0,0.113402,0.027491,0.103093,0.054983,0.044674,0.312715,0.419244,83285,63034.72,5.7278,32.474,54.124,31.787,9.45,58.763,25.43,12.715,12.715,0,0
HIDROLASES,75891.5,0,0,0,0,0.085366,0.280488,0.634146,0.113402,0.027491,0.103093,0.054983,0.044674,0.312715,0.419244,81803,63018.72,5.7278,32.474,54.124,31.959,9.45,58.935,25.43,12.715,12.715,0,0
HIDROLASES,33588.6,0,0,0,0,0.085366,0.268293,0.646341,0.069388,0.081633,0.04898,0.028571,0.061224,0.244898,0.395918,23338,28316.4,6.638,26.531,50.612,23.265,18.367,50.612,26.939,14.286,12.653,0,0
HIDROLASES,22472.3,0,0,0,0,0.085366,0.280488,0.634146,0.067073,0.079268,0.097561,0.018293,0.073171,0.29878,0.329268,11439,18617.42,10.203,27.439,48.171,31.098,9.146,51.829,27.439,16.463,10.976,0,0
HIDROLASES,22450.2,0,0,0,0,0.085366,0.268293,0.646341,0.067073,0.079268,0.097561,0.018293,0.073171,0.29878,0.335366,10796,18589.41,10.3167,28.049,48.171,31.098,9.146,51.829,26.829,16.463,10.366,0,0
HIDROLASES,42106.4,0,0,0,0,0.085366,0.268293,0.646341,0.067961,0.038835,0.080906,0.07767,0.058252,0.281553,0.398058,29932,35272.96,6.404,25.243,44.337,25.243,12.945,51.78,28.155,15.21,12.945,0,0
HIDROLASES,19095.8,0,0,0,0,0.085366,0.27439,0.640244,0.090278,0.069444,0.041667,0.034722,0.020833,0.243056,0.465278,6880,16143.95,6.4268,29.861,50,25,18.056,52.778,31.25,17.361,13.889,0,0
HIDROLASES,24862.8,0,0,0,0,0.085366,0.27439,0.640244,0.049724,0.049724,0.143646,0.038674,0.038674,0.353591,0.287293,11842,20537.71,6.7638,24.309,45.856,34.254,7.735,53.039,30.939,16.022,14.917,0,0
HIDROLASES,20711,0,0,0,0,0.085366,0.268293,0.646341,0.065789,0.013158,0.092105,0.059211,0.026316,0.328947,0.361842,8993,17360.73,6.5965,26.316,44.737,29.605,14.474,55.263,29.605,16.447,13.158,0,0
HIDROLASES,21521,0,0,0,0,0.085366,0.280488,0.634146,0.039216,0.071895,0.078431,0.045752,0.039216,0.320261,0.281046,2113412,17910.52,8.7175,20.261,41.176,26.797,11.765,47.712,33.987,18.954,15.033,0,0
HIDROLASES,28485.4,0,0,0,0,0.085366,0.27439,0.640244,0.058824,0.102941,0.088235,0.034314,0.044118,0.323529,0.333333,14922,23373.83,8.1375,22.059,45.588,29.412,13.235,52.451,27.451,14.706,12.745,0,0
HIDROLASES,36066.5,0,0.003571,0,0,0.085366,0.268293,0.646341,0.103571,0.010714,0.125,0.060714,0.057143,0.310714,0.439286,21471,29922.02,5.477,32.143,56.786,36.786,9.286,60.714,25.714,12.857,12.857,0,0
HIDROLASES,80036.2,0,0,0,0,0.095156,0.262976,0.641869,0.064014,0.051903,0.107266,0.025952,0.062284,0.375433,0.33045,51188,64863.31,7.2535,24.913,44.81,37.197,11.765,57.093,22.491,12.284,10.208,0,0
HIDROLASES,20761.9,0,0,0,0,0.335616,0.308219,0.356164,0.061644,0.089041,0.089041,0.041096,0.020548,0.335616,0.294521,8704,17163.62,6.0192,17.123,39.726,26.027,15.753,51.37,34.932,17.808,17.123,0,0
HIDROLASES,56992.5,0,0,0,0,0.162228,0.438257,0.399516,0.058111,0.05569,0.089588,0.029056,0.075061,0.33414,0.31477,45742,47113.31,6.3933,25.424,45.036,30.508,8.475,51.574,28.571,14.528,14.044,0,0
HIDROLASES,36041,0,0.003571,0,0,0.2,0.575,0.225,0.103571,0.010714,0.125,0.060714,0.057143,0.310714,0.442857,21473,29878.99,5.477,32.5,56.786,37.143,9.286,61.071,25.714,12.857,12.857,0,0
HIDROLASES,36044,0,0.003571,0,0,0.2,0.575,0.225,0.103571,0.010714,0.125,0.060714,0.057143,0.310714,0.442857,21862,29878.01,5.677,32.5,56.786,37.143,9.286,61.071,25.357,12.857,12.5,0,0
HIDROLASES,16138.7,0,0,0,0,0.065574,0.459016,0.47541,0.098361,0.07377,0.040984,0.016393,0.032787,0.319672,0.344262,6775,13811.72,8.6446,36.066,55.738,18.033,15.574,55.738,20.492,14.754,5.738,0,0
HIDROLASES,12268.5,0,0,0,0,0.270588,0.482353,0.247059,0.047059,0.094118,0.070588,0.035294,0.023529,0.4,0.211765,3372,9978.69,5.9039,12.941,38.824,32.941,9.412,52.941,32.941,16.471,16.471,0,0
HIDROLASES,24965.8,0,0,0,0,0.21164,0.539683,0.248677,0.100529,0.058201,0.095238,0.074074,0.068783,0.333333,0.365079,5888569,20581.87,10.1461,28.571,54.497,30.159,6.349,55.026,24.868,15.344,9.524,0,0
HIDROLASES,21556.3,0,0,0,0,0.202614,0.281046,0.51634,0.039216,0.098039,0.124183,0.03268,0.065359,0.333333,0.294118,9560,17651.36,9.8106,22.222,43.137,30.065,11.111,48.366,26.797,15.686,11.111,0,0
HIDROLASES,21467.7,0,0,0,0,0.202614,0.254902,0.542484,0.039216,0.098039,0.124183,0.03268,0.065359,0.339869,0.300654,9567,17537.25,9.6151,22.876,44.444,31.373,11.111,49.673,26.144,15.033,11.111,0,0
HIDROLASES,38416.2,0,0,0,0,0,0,0,0.079861,0.079861,0.059028,0.041667,0.048611,0.246528,0.399306,24750,32540.32,6.3888,28.125,49.653,21.875,14.236,48.611,31.25,16.667,14.583,0,0
HIDROLASES,43159.9,0,0,0,0,0.191693,0.466454,0.341853,0.057508,0.047923,0.089457,0.044728,0.044728,0.313099,0.329073,30134,36237.03,7.1439,22.364,47.923,26.198,13.099,49.84,29.073,16.294,12.78,0,0
HIDROLASES,56620.6,0,0,0,0,0.16307,0.410072,0.426859,0.074341,0.05036,0.093525,0.043165,0.05036,0.316547,0.352518,40677,47062.91,6.5903,26.379,46.523,29.257,10.312,53.477,29.257,15.348,13.909,0,0
HIDROLASES,17054.2,0,0,0,0,0.134921,0.579365,0.285714,0.055556,0.087302,0.087302,0.031746,0.02381,0.31746,0.293651,2762474,14459.37,7.3581,26.19,50,23.016,11.111,46.825,30.159,17.46,12.698,0,0
HIDROLASES,36064.7,0,0,0,0,0.129278,0.410646,0.460076,0.045627,0.04943,0.102662,0.045627,0.057034,0.323194,0.361217,25406,29790.08,5.0463,25.475,44.867,31.939,11.027,53.232,26.236,12.548,13.688,0,0
HIDROLASES,14126.1,0,0,0,0,0.403846,0.403846,0.192308,0.028846,0.115385,0.048077,0.038462,0.096154,0.336538,0.326923,4937,11845.63,8.5816,30.769,55.769,21.154,12.5,46.154,26.923,17.308,9.615,0,0
HIDROLASES,70018.5,0,0,0,0,0.22824,0.475822,0.295938,0.061896,0.058027,0.102515,0.03675,0.044487,0.332689,0.332689,59185,58386.57,7.0777,26.112,48.743,27.853,11.605,50.484,26.886,15.087,11.799,0,0
HIDROLASES,26079,0,0,0,0,0.470899,0.428571,0.100529,0.063492,0.058201,0.084656,0.005291,0.042328,0.301587,0.328042,13428,21953.43,6.5157,25.926,44.444,24.339,14.815,43.386,31.746,16.931,14.815,0,0
HIDROLASES,43595.4,0,0,0,0,0.190625,0.515625,0.29375,0.05,0.046875,0.0625,0.059375,0.075,0.309375,0.365625,27052,36642.7,5.6284,26.875,48.438,23.125,11.25,50.625,24.375,12.188,12.188,0,0
HIDROLASES,24081,0,0,0,0,0.045977,0.396552,0.557471,0.068966,0.04023,0.16092,0.028736,0.04023,0.373563,0.344828,10543,19901.96,7.3236,25.287,43.103,28.736,13.793,52.874,26.437,15.517,10.92,0,0
HIDROLASES,63177.8,0,0,0,0,0.222222,0.498911,0.278867,0.058824,0.052288,0.091503,0.041394,0.043573,0.342048,0.352941,53677,52236.01,5.8404,24.619,43.573,30.283,13.29,54.684,28.54,14.597,13.943,0,0
HIDROLASES,20589.7,0,0,0,0,0.173077,0.480769,0.346154,0.102564,0.025641,0.089744,0.064103,0.044872,0.358974,0.333333,4583342,17056.52,3.7898,25,51.923,32.692,7.051,62.821,23.718,6.41,17.308,0,0
HIDROLASES,18991.6,0,0,0,0,0.193103,0.758621,0.048276,0.082759,0.068966,0.062069,0.068966,0.041379,0.262069,0.4,6401,16372.39,8.3031,31.724,55.862,15.862,13.793,48.966,26.897,17.931,8.966,0,0
HIDROLASES,41639.7,0,0,0,0,0.490385,0.5,0.009615,0.102564,0.076923,0.044872,0.064103,0.057692,0.301282,0.352564,38543,34818.48,5.2585,26.923,51.603,23.718,12.179,55.449,26.923,13.141,13.782,0,0
HIDROLASES,41639.7,0,0,0,0,0.490385,0.490385,0.019231,0.102564,0.076923,0.044872,0.064103,0.057692,0.301282,0.352564,38518,34818.48,5.2585,26.923,51.603,23.718,12.179,55.449,26.923,13.141,13.782,0,0
HIDROLASES,41633.9,0,0,0,0,0.490385,0.5,0.009615,0.102564,0.076923,0.044872,0.064103,0.057692,0.301282,0.352564,38568,34803.47,5.1177,26.923,51.603,24.038,12.179,55.769,27.244,13.141,14.103,0,0
HIDROLASES,41559.7,0,0,0,0,0.490385,0.5,0.009615,0.102564,0.076923,0.044872,0.064103,0.057692,0.298077,0.355769,37242,34770.39,5.2603,26.923,51.603,23.718,12.179,55.128,27.564,13.462,14.103,0,0
HIDROLASES,41596.4,0,0,0,0,0.490385,0.5,0.009615,0.102564,0.076923,0.044872,0.064103,0.057692,0.301282,0.352564,38641,34780.43,5.1177,26.923,51.603,23.718,12.179,55.449,27.244,13.141,14.103,0,0
HIDROLASES,41573.2,0,0,0,0,0.490385,0.5,0.009615,0.102564,0.076923,0.048077,0.064103,0.057692,0.301282,0.352564,37212,34746.41,5.1177,26.923,51.603,24.038,11.859,55.449,27.244,13.141,14.103,0,0
HIDROLASES,41600.1,0,0,0,0,0.490385,0.5,0.009615,0.102564,0.076923,0.044872,0.064103,0.057692,0.298077,0.355769,37251,34796.43,5.1177,26.923,51.603,23.718,12.179,55.449,27.244,13.141,14.103,0,0
HIDROLASES,41569.7,0,0,0,0,0.490385,0.5,0.009615,0.102564,0.076923,0.044872,0.064103,0.057692,0.301282,0.352564,37077,34753.4,4.9998,27.244,51.923,24.038,11.859,55.769,26.923,12.821,14.103,0,0
HIDROLASES,41631.3,0,0,0,0,0.487179,0.503205,0.009615,0.102564,0.076923,0.044872,0.064103,0.057692,0.301282,0.352564,37186,34820.45,5.0046,26.923,51.603,23.718,12.179,55.449,27.564,13.141,14.423,0,0
HIDROLASES,41612.2,0,0,0,0,0.490385,0.5,0.009615,0.102564,0.076923,0.044872,0.064103,0.057692,0.301282,0.355769,37116,34791.46,5.2625,27.244,51.603,23.718,12.179,55.449,26.923,13.141,13.782,0,0
HIDROLASES,50780.9,0,0,0,0,0.28496,0.461741,0.253298,0.079156,0.076517,0.07124,0.031662,0.07124,0.300792,0.37467,41612,41867.56,5.3957,27.704,48.813,32.19,11.082,52.77,28.232,13.984,14.248,0,0
HIDROLASES,30419,0,0,0,0,0.292576,0.462882,0.244541,0.087336,0.039301,0.065502,0.074236,0.026201,0.28821,0.401747,18152,25498.73,4.9892,29.694,50.655,28.384,12.664,58.079,26.638,12.664,13.974,0,0
HIDROLASES,87398.6,0,0,0,0,0.270186,0.447205,0.282609,0.057453,0.049689,0.091615,0.048137,0.049689,0.315217,0.338509,65546,72490.78,5.305,25.932,48.137,33.075,10.093,54.658,31.056,15.217,15.839,0,0
HIDROLASES,65330.3,0,0,0,0,0.244533,0.534791,0.220676,0.095427,0.053678,0.069583,0.033797,0.06163,0.276342,0.413519,69707,55105.98,4.6435,33.002,57.455,26.441,11.73,50.895,26.044,11.73,14.314,0,0
HIDROLASES,24824.7,0,0,0,0,0.154286,0.525714,0.32,0.045714,0.074286,0.097143,0.068571,0.034286,0.331429,0.337143,13857,20608.75,7.0153,20.571,41.143,24,16.571,54.857,30.857,16.571,14.286,0,0
HIDROLASES,25036.1,0,0,0,0,0.621359,0.378641,0,0.092233,0.009709,0.029126,0.019417,0.106796,0.276699,0.475728,17859,21550.98,3.0973,46.602,69.903,23.786,9.709,48.544,16.99,1.456,15.534,0,0
HIDROLASES,24834,0,0,0,0,0.154286,0.525714,0.32,0.045714,0.074286,0.091429,0.068571,0.034286,0.32,0.337143,13056,20663.73,7.0284,20,41.143,23.429,16.571,53.714,32,17.143,14.857,0,0
HIDROLASES,22445.2,0,0,0,0,0.073171,0.304878,0.621951,0.067073,0.079268,0.097561,0.018293,0.067073,0.29878,0.329268,11082,18603.39,10.203,27.439,48.171,31.098,9.146,51.829,27.439,16.463,10.976,0,0
HIDROLASES,24867.6,0,0,0,0,0.177778,0.344444,0.477778,0.05,0.044444,0.111111,0.033333,0.061111,0.311111,0.338889,13065,20684.43,4.7186,25,43.889,31.111,11.667,51.667,30.556,13.889,16.667,0,0
HIDROLASES,16870.8,0,0,0,0,0.062016,0.534884,0.403101,0.085271,0.054264,0.062016,0.015504,0.054264,0.302326,0.372093,7695,14366.24,9.1793,37.209,59.69,25.581,10.853,52.713,21.705,14.729,6.977,0,0
HIDROLASES,43134.8,0,0,0,0,0.081967,0.436066,0.481967,0.039344,0.118033,0.07541,0.02623,0.036066,0.321311,0.314754,27895,35556.91,9.01,21.639,43.607,27.541,14.098,50.164,31.148,17.377,13.77,0,0
HIDROLASES,4916,0,0,0,0,0,1,0,0.373333,0,0,0,0,0.266667,0.533333,0,6781.77,5.3876,100,100,16,0,100,0,0,0,0,0
HIDROLASES,55670.1,0,0,0,0,0.14486,0.733645,0.121495,0.084112,0.014019,0.119159,0.049065,0.03972,0.299065,0.408879,42354,46570.4,5.9567,32.009,54.206,33.879,10.748,56.542,25,12.85,12.15,0,0
HIDROLASES,38846,0,0,0,0,0.251748,0.545455,0.202797,0.055944,0.101399,0.062937,0.066434,0.066434,0.276224,0.370629,26914,32170.41,5.243,24.825,50.699,28.322,11.888,51.399,29.371,14.336,15.035,0,0
HIDROLASES,38869.6,0,0,0,0,0.251748,0.559441,0.188811,0.055944,0.101399,0.062937,0.066434,0.066434,0.27972,0.367133,27134,32168.44,5.2471,24.825,50.35,28.322,11.888,51.399,29.371,14.336,15.035,0,0
HIDROLASES,38900.6,0,0,0,0,0.258741,0.548951,0.192308,0.055944,0.101399,0.062937,0.066434,0.066434,0.276224,0.370629,27761,32198.47,5.2511,24.825,50,28.322,11.888,51.399,29.371,14.336,15.035,0,0
HIDROLASES,38900.6,0,0,0,0,0.258741,0.541958,0.199301,0.055944,0.101399,0.062937,0.066434,0.066434,0.276224,0.370629,27273,32198.47,5.2511,24.825,50,28.322,11.888,51.399,29.371,14.336,15.035,0,0
HIDROLASES,38900.6,0,0,0,0,0.265734,0.534965,0.199301,0.055944,0.101399,0.062937,0.066434,0.066434,0.276224,0.370629,26520,32198.47,5.2511,24.825,50,28.322,11.888,51.399,29.371,14.336,15.035,0,0
HIDROLASES,38876.3,0,0,0,0,0.272727,0.538462,0.188811,0.055944,0.101399,0.062937,0.066434,0.066434,0.276224,0.370629,28343,32183.45,5.4416,24.825,50.35,28.322,11.888,51.399,29.021,14.336,14.685,0,0
HIDROLASES,38900.6,0,0,0,0,0.283217,0.520979,0.195804,0.055944,0.101399,0.062937,0.066434,0.066434,0.276224,0.370629,28545,32198.47,5.2511,24.825,50,28.322,11.888,51.399,29.371,14.336,15.035,0,0
HIDROLASES,29406.4,0,0,0,0,0.273973,0.438356,0.287671,0.105023,0.09589,0.123288,0.050228,0.045662,0.296804,0.401826,1798092,24217.82,9.2662,30.594,46.575,26.941,12.329,55.251,26.484,15.525,10.959,0,0
HIDROLASES,54795.7,0,0,0,0,0.159524,0.440476,0.4,0.092857,0.004762,0.107143,0.078571,0.066667,0.295238,0.454762,43813,45705.93,6.3652,32.381,55.952,33.571,11.19,60.714,25.476,13.571,11.905,0,0
HIDROLASES,6024.6,0,0,0,0,0,0.326087,0.673913,0.086957,0.021739,0.086957,0.086957,0.021739,0.347826,0.434783,143656,4876.68,5.6328,30.435,54.348,45.652,10.87,71.739,21.739,10.87,10.87,0,0
